,id,values,tconst,primaryTitle,averageRating
4258,tt0937237,0.00320175964115193,tt0937237,Redacted,6.1
4259,tt0948470,0.0032008033114526335,tt0948470,The Amazing Spider-Man,6.9
4260,tt0964185,0.0031985533191130583,tt0964185,Tetro,6.8
4261,tt2554274,0.003196720113042277,tt2554274,Crimson Peak,6.5
4262,tt2195548,0.003196719907727318,tt2195548,Prince Avalanche,6.3
4263,tt0102343,0.003196696939527441,tt0102343,Love Potion No. 9,5.7
4264,tt1855401,0.0031963721878800885,tt1855401,Tim and Eric's Billion Dollar Movie,5.4
4265,tt0408985,0.0031961745750628146,tt0408985,Last Holiday,6.5
4266,tt0090633,0.003195379384748462,tt0090633,An American Tail,6.9
4267,tt0370986,0.0031945649399519544,tt0370986,Mysterious Skin,7.6
4268,tt1007028,0.0031926019223340652,tt1007028,Zack and Miri Make a Porno,6.5
4269,tt0086190,0.0031920703399592174,tt0086190,Star Wars: Episode VI - Return of the Jedi,8.3
4270,tt0116191,0.003191674487307025,tt0116191,Emma,6.6
4271,tt2717822,0.0031911588209468413,tt2717822,Blackhat,5.4
4272,tt1413492,0.0031900041153970628,tt1413492,12 Strong,6.6
4273,tt1137470,0.0031898639782702814,tt1137470,Accidental Love,4.1
4274,tt0101811,0.0031889890223030905,tt0101811,Enchanted April,7.4
4275,tt1222817,0.0031886114163261676,tt1222817,Zookeeper,5.2
4276,tt0093748,0.003188412630503974,tt0093748,"Planes, Trains & Automobiles",7.6
4277,tt0460812,0.0031878851584975004,tt0460812,Griffin & Phoenix,7.0
4278,tt7939766,0.0031853956578112796,tt7939766,I'm Thinking of Ending Things,6.7
4279,tt0077474,0.003184332715201454,tt0077474,The Driver,7.2
4280,tt8526872,0.0031824418335114953,tt8526872,Dolemite Is My Name,7.3
4281,tt4680980,0.0031822615163816094,tt4680980,Lavender,5.4
4282,tt0095655,0.0031820590393030605,tt0095655,Moonwalker,6.1
4283,tt0168629,0.0031820139418508113,tt0168629,Dancer in the Dark,8.0
4284,tt0151738,0.0031793604165056095,tt0151738,Never Been Kissed,6.1
4285,tt0106246,0.003178733963788279,tt0106246,Alive,7.1
4286,tt2463288,0.003175518541761372,tt2463288,Walk of Shame,6.0
4287,tt0328538,0.0031697501077707726,tt0328538,Thirteen,6.8
4288,tt3233418,0.0031674708541863414,tt3233418,Spare Parts,7.3
4289,tt0887971,0.0031674301093882616,tt0887971,While She Was Out,4.8
4290,tt0088206,0.0031668220011648583,tt0088206,Supergirl,4.4
4291,tt0216216,0.0031666081243339286,tt0216216,The 6th Day,5.9
4292,tt0072081,0.00316437683151365,tt0072081,The Return of the Pink Panther,7.1
4293,tt0103016,0.0031617521186129353,tt0103016,Switch,5.8
4294,tt5397194,0.0031615937641628813,tt5397194,Anon,6.1
4295,tt0102536,0.003160862482226464,tt0102536,Night on Earth,7.8
4296,tt0115851,0.003159795478949182,tt0115851,Celtic Pride,5.3
4297,tt0803057,0.003159099671949705,tt0803057,The Promotion,5.6
4298,tt0116151,0.0031590746055462793,tt0116151,Dunston Checks In,5.4
4299,tt0196158,0.003157903244176208,tt0196158,Ticker,3.6
4300,tt3068194,0.003157774887781149,tt3068194,Love & Friendship,6.4
4301,tt1278379,0.003157573917129461,tt1278379,Jack Goes Boating,6.4
4302,tt4721124,0.003156905760388185,tt4721124,The Exception,6.8
4303,tt3661394,0.003155412760829598,tt3661394,The One and Only Ivan,6.7
4304,tt0291502,0.0031539882580541544,tt0291502,Swept Away,3.6
4305,tt1667889,0.0031538648689176025,tt1667889,Ice Age: Continental Drift,6.6
4306,tt0079592,0.0031514542222345916,tt0079592,Murder by Decree,6.9
4307,tt0369226,0.0031507694170904562,tt0369226,Alone in the Dark,2.4
4308,tt1393742,0.0031493448982779057,tt1393742,Jesus Henry Christ,6.4
4309,tt1600196,0.003149161572758852,tt1600196,The Drop,7.1
4310,tt0409043,0.003147084237444293,tt0409043,Grilled,5.2
4311,tt0386504,0.0031466436360896234,tt0386504,Haven,5.8
4312,tt0804552,0.0031461543838537842,tt0804552,The Killing Gene,5.7
4313,tt1410051,0.0031461291743228484,tt1410051,Retreat,5.8
4314,tt0387564,0.003146105533734866,tt0387564,Saw,7.6
4315,tt1972779,0.00314204435007454,tt1972779,The Best of Me,6.7
4316,tt5834262,0.0031418124115899343,tt5834262,Hotel Artemis,6.1
4317,tt0388500,0.0031407304250267777,tt0388500,Beauty Shop,5.6
4318,tt0988595,0.003139004085264966,tt0988595,27 Dresses,6.1
4319,tt1412528,0.0031378342410425097,tt1412528,Table 19,5.8
4320,tt0081534,0.0031352581585525003,tt0081534,Somewhere in Time,7.2
4321,tt0113305,0.0031346601656221823,tt0113305,Higher Learning,6.5
4322,tt1233301,0.0031329979001109,tt1233301,Ironclad,6.1
4323,tt0110005,0.0031326115334943706,tt0110005,Heavenly Creatures,7.3
4324,tt0090738,0.0031290977418945744,tt0090738,Black Widow,6.3
4325,tt2891174,0.0031282507157807823,tt2891174,99 Homes,7.1
4326,tt2355495,0.003127297523370643,tt2355495,Barefoot,6.6
4327,tt1327194,0.0031261106089105115,tt1327194,The Lucky One,6.5
4328,tt3541524,0.003125303417246651,tt3541524,Line of Duty,5.3
4329,tt7550000,0.00312482173351791,tt7550000,Project Power,6.0
4330,tt0119664,0.0031243260774894053,tt0119664,Metro,5.5
4331,tt2338424,0.003123516966693645,tt2338424,Tumbledown,6.2
4332,tt0271668,0.003121781204325058,tt0271668,National Security,5.7
4333,tt3794354,0.0031208056585047784,tt3794354,Sonic the Hedgehog,6.5
4334,tt1374992,0.0031199411179624616,tt1374992,Upside Down,6.4
4335,tt1715873,0.0031193754184024596,tt1715873,10 Years,6.1
4336,tt1418377,0.0031186574802686937,tt1418377,"I, Frankenstein",5.1
4337,tt1100119,0.0031180563020421818,tt1100119,Shorts,4.7
4338,tt2333804,0.0031179248023654243,tt2333804,The Zero Theorem,6.1
4339,tt1147687,0.003116499818131599,tt1147687,The Devil's Tomb,3.7
4340,tt1272886,0.003116101836485051,tt1272886,Small Apartments,6.1
4341,tt0093793,0.003114013235761985,tt0093793,Project X,6.1
4342,tt0096487,0.003113992639139894,tt0096487,Young Guns,6.9
4343,tt5431890,0.0031136114310843076,tt5431890,Official Secrets,7.3
4344,tt0105104,0.00311267618002654,tt0105104,Passenger 57,5.9
4345,tt0124879,0.0031124955950954116,tt0124879,Simon Birch,6.8
4346,tt0120728,0.0031123702491677513,tt0120728,The Last Days of Disco,6.7
4347,tt1195478,0.0031115566126761526,tt1195478,The Five-Year Engagement,6.2
4348,tt3949660,0.003111484206253069,tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,6.0
4349,tt3896198,0.00310823683153578,tt3896198,Guardians of the Galaxy Vol. 2,7.6
4350,tt0110428,0.0031072966008961643,tt0110428,The Madness of King George,7.2
4351,tt2133196,0.003107080873985001,tt2133196,Born to Be Blue,6.9
4352,tt0892769,0.0031034836611547128,tt0892769,How to Train Your Dragon,8.1
4353,tt0228786,0.003102938847456459,tt0228786,The Crimson Rivers,6.9
4354,tt0358456,0.0030992184254381924,tt0358456,Earthlings,8.7
4355,tt3385524,0.003098808012527779,tt3385524,Stan & Ollie,7.2
4356,tt5848272,0.0030985681507489753,tt5848272,Ralph Breaks the Internet,7.1
4357,tt1598828,0.0030978891721671715,tt1598828,One for the Money,5.3
4358,tt2194499,0.0030971777400778857,tt2194499,About Time,7.8
4359,tt1082601,0.0030967729904312863,tt1082601,Fighting,5.6
4360,tt5427194,0.0030962045959697505,tt5427194,The Miracle Season,6.5
4361,tt1592525,0.0030955268826283913,tt1592525,Lockout,6.1
4362,tt0311648,0.003095266396695655,tt0311648,Pieces of April,7.0
4363,tt2990140,0.0030947996062648596,tt2990140,The Christmas Chronicles,7.1
4364,tt0283084,0.003092137510520763,tt0283084,Tuck Everlasting,6.6
4365,tt0926380,0.003092125422654845,tt0926380,The Boys Are Back,6.8
4366,tt0267626,0.003090127659819797,tt0267626,The Widowmaker,6.7
4367,tt0302640,0.003088235633351261,tt0302640,The Hot Chick,5.5
4368,tt0301199,0.0030854224113725146,tt0301199,Dirty Pretty Things,7.3
4369,tt0337909,0.0030809965245339964,tt0337909,Calendar Girls,6.9
4370,tt1825157,0.0030766335040302794,tt1825157,The Double,6.5
4371,tt0404030,0.0030759863783439596,tt0404030,Everything Is Illuminated,7.4
4372,tt0120603,0.0030741787826397506,tt0120603,Beloved,6.0
4373,tt0104114,0.003073839473700967,tt0104114,The Distinguished Gentleman,5.9
4374,tt0300532,0.003073211438473871,tt0300532,Blue Crush,5.7
4375,tt0089421,0.0030727148858936742,tt0089421,King Solomon's Mines,5.3
4376,tt0120762,0.003070195860947264,tt0120762,Mulan,7.6
4377,tt3125324,0.003069128109933933,tt3125324,Beyond the Lights,6.9
4378,tt0416449,0.003067907293457903,tt0416449,300,7.6
4379,tt0844471,0.003067556305689731,tt0844471,Cloudy with a Chance of Meatballs,6.9
4380,tt0097958,0.003065300871195118,tt0097958,National Lampoon's Christmas Vacation,7.6
4381,tt0063715,0.0030639883893016184,tt0063715,Spirits of the Dead,6.5
4382,tt1566501,0.003062146324998397,tt1566501,For Greater Glory: The True Story of Cristiada,6.6
4383,tt0268995,0.003061903613735922,tt0268995,The Majestic,6.9
4384,tt0086873,0.003061890511677826,tt0086873,All of Me,6.7
4385,tt0106292,0.003061700091535451,tt0106292,Another Stakeout,5.6
4386,tt2364897,0.0030599894555002893,tt2364897,The Disappointments Room,3.9
4387,tt0432289,0.00305904593487434,tt0432289,First Snow,6.2
4388,tt1592873,0.0030588688200710572,tt1592873,LOL,4.4
4389,tt0089017,0.0030587301182863407,tt0089017,Desperately Seeking Susan,6.0
4390,tt8579674,0.0030570957490805217,tt8579674,1917,8.3
4391,tt0062467,0.0030557762569257555,tt0062467,Wait Until Dark,7.8
4392,tt1817676,0.0030546816672692803,tt1817676,Girl in Progress,5.6
4393,tt0400717,0.0030531204149064598,tt0400717,Open Season,6.1
4394,tt1563704,0.003052939561106935,tt1563704,Legendary,6.2
4395,tt0082245,0.003052914577747895,tt0082245,Deadly Blessing,5.6
4396,tt3083008,0.003052332261927832,tt3083008,The Program,6.5
4397,tt0162360,0.003051508408695841,tt0162360,"Happy, Texas",6.3
4398,tt0097714,0.0030501619304038603,tt0097714,Last Exit to Brooklyn,6.8
4399,tt0293662,0.0030500237069854027,tt0293662,The Transporter,6.8
4400,tt1187041,0.003049712611480604,tt1187041,The Answer Man,6.4
4401,tt0167190,0.0030491186188943797,tt0167190,Hellboy,6.8
4402,tt0113097,0.0030479527942257984,tt0113097,Forget Paris,6.5
4403,tt0477071,0.003046696981238565,tt0477071,Premonition,5.9
4404,tt0120703,0.003045979242142662,tt0120703,How Stella Got Her Groove Back,5.7
4405,tt0377084,0.003042809645773924,tt0377084,Ladies in Lavender,7.0
4406,tt3026488,0.003042467428825748,tt3026488,Alone in Berlin,6.5
4407,tt3236120,0.003039531680603047,tt3236120,I'll See You in My Dreams,6.7
4408,tt1911644,0.0030392259678496754,tt1911644,The Call,6.7
4409,tt0120176,0.003038629510151175,tt0120176,The Spanish Prisoner,7.1
4410,tt1313139,0.003037908543717374,tt1313139,The Oranges,5.8
4411,tt4178092,0.003037205030599512,tt4178092,The Gift,7.0
4412,tt1606392,0.0030369250284883052,tt1606392,Win Win,7.1
4413,tt0141109,0.003036631259200593,tt0141109,Jack Frost,5.4
4414,tt0100133,0.0030361637210027984,tt0100133,Memphis Belle,6.9
4415,tt1483324,0.003035678627763729,tt1483324,At Middleton,6.5
4416,tt0375735,0.0030356122932311716,tt0375735,Enduring Love,6.4
4417,tt0378109,0.0030355543244432875,tt0378109,Into the Blue,5.9
4418,tt0112573,0.0030339716436339754,tt0112573,Braveheart,8.3
4419,tt0167203,0.0030324680506200277,tt0167203,I Dreamed of Africa,5.7
4420,tt0101902,0.0030322476062581284,tt0101902,For the Boys,6.4
4421,tt0107501,0.003030636574518904,tt0107501,The Man Without a Face,6.7
4422,tt6905696,0.003030627549045387,tt6905696,Slaughterhouse Rulez,5.3
4423,tt0134084,0.003028093122067466,tt0134084,Scream 3,5.6
4424,tt1979388,0.0030259393925911927,tt1979388,The Good Dinosaur,6.7
4425,tt0140397,0.003025598672203423,tt0140397,Mumford,6.8
4426,tt0760311,0.003024791063656571,tt0760311,He Was a Quiet Man,6.8
4427,tt0112508,0.0030227571647756073,tt0112508,Billy Madison,6.4
4428,tt0065566,0.003022023505916422,tt0065566,The Computer Wore Tennis Shoes,6.0
4429,tt1945062,0.0030210041837355366,tt1945062,About Cherry,4.8
4430,tt1131734,0.0030176681381907005,tt1131734,Jennifer's Body,5.2
4431,tt0110612,0.0030176532881834254,tt0110612,My Father the Hero,5.5
4432,tt0388482,0.0030158300947727063,tt0388482,Transporter 2,6.3
4433,tt2417712,0.0030143933930354377,tt2417712,Goon: Last of the Enforcers,5.8
4434,tt0173716,0.003013506349688802,tt0173716,Cecil B. Demented,6.3
4435,tt0430576,0.0030107158470635085,tt0430576,The Secret Life of Words,7.5
4436,tt0111400,0.0030097311514003192,tt0111400,Terminal Velocity,5.5
4437,tt1287468,0.0030094986644603867,tt1287468,Cats & Dogs: The Revenge of Kitty Galore,4.3
4438,tt0094799,0.0030094819718692566,tt0094799,"Bright Lights, Big City",5.7
4439,tt0079336,0.0030088036079186538,tt0079336,The In-Laws,7.3
4440,tt0110613,0.0030085893619851735,tt0110613,My Girl 2,5.3
4441,tt0073026,0.003007638804946499,tt0073026,Funny Lady,6.3
4442,tt0299458,0.003005288030641154,tt0299458,All the Real Girls,6.8
4443,tt1093908,0.003004229735629507,tt1093908,Confessions of a Shopaholic,5.9
4444,tt7549996,0.0030034215523201623,tt7549996,Judy,6.8
4445,tt0145660,0.0030027204292104558,tt0145660,Austin Powers: The Spy Who Shagged Me,6.6
4446,tt0412798,0.0030018906873094287,tt0412798,Half Light,6.0
4447,tt0080319,0.0030015333124189625,tt0080319,9 to 5,6.8
4448,tt0245844,0.003000858898649606,tt0245844,The Count of Monte Cristo,7.8
4449,tt1183923,0.0030005891660306915,tt1183923,Welcome to the Rileys,7.0
4450,tt0120122,0.002999936118773952,tt0120122,Shooting Fish,6.6
4451,tt2552394,0.0029994817499350533,tt2552394,Barney Thomson,6.3
4452,tt0283111,0.0029987556150673305,tt0283111,National Lampoon's Van Wilder,6.4
4453,tt2314824,0.0029974578369661915,tt2314824,Behaving Badly,4.4
4454,tt0120630,0.002994000410699321,tt0120630,Chicken Run,7.0
4455,tt2479478,0.0029932156529892877,tt2479478,The Ridiculous 6,4.8
4456,tt0059742,0.002992742001548809,tt0059742,The Sound of Music,8.0
4457,tt0974014,0.0029923986854626682,tt0974014,Creation,6.7
4458,tt0052832,0.0029899521278643187,tt0052832,The Fugitive Kind,7.2
4459,tt0095304,0.0029885069116973788,tt0095304,High Spirits,5.8
4460,tt3289712,0.002987650498029951,tt3289712,Jenny's Wedding,5.5
4461,tt0373445,0.0029873284338135095,tt0373445,The Wendell Baker Story,5.6
4462,tt0940656,0.002987291062691867,tt0940656,Arthur 3: The War of the Two Worlds,5.5
4463,tt0265298,0.0029817347278461755,tt0265298,Big Fat Liar,5.4
4464,tt0134847,0.0029814637761887536,tt0134847,Pitch Black,7.1
4465,tt0105275,0.0029796010936085303,tt0105275,Romper Stomper,6.8
4466,tt0167427,0.0029783267936769144,tt0167427,Superstar,5.2
4467,tt0091875,0.002977679873962506,tt0091875,Running Scared,6.6
4468,tt1205535,0.002977652759977615,tt1205535,The Rebound,6.3
4469,tt7545266,0.0029772115726702255,tt7545266,Like a Boss,4.5
4470,tt1431045,0.002975350811074512,tt1431045,Deadpool,8.0
4471,tt0085426,0.0029744692403410435,tt0085426,Le Dernier Combat (The Last Battle),6.8
4472,tt0079477,0.002971791096937198,tt0079477,A Little Romance,7.5
4473,tt2639336,0.0029717164831757625,tt2639336,Greta,6.0
4474,tt4703048,0.002971002057436972,tt4703048,6 Days,6.2
4475,tt0110889,0.0029700203138434255,tt0110889,Priest,7.0
4476,tt1559547,0.0029681436488914145,tt1559547,Beautiful Creatures,6.1
4477,tt10059518,0.002968126504714788,tt10059518,Unhinged,6.1
4478,tt0377092,0.0029677762966546168,tt0377092,Mean Girls,7.0
4479,tt0240462,0.0029673053309562194,tt0240462,Dr. Dolittle 2,4.7
4480,tt1472584,0.0029655499391002473,tt1472584,Max Steel,4.6
4481,tt1999987,0.0029649512816192305,tt1999987,Breathe In,6.4
4482,tt1634136,0.002964507329681672,tt1634136,Violet & Daisy,6.1
4483,tt0102511,0.0029605505697114878,tt0102511,Naked Lunch,7.1
4484,tt3717252,0.00296034901441009,tt3717252,Underworld: Blood Wars,5.8
4485,tt1709143,0.002959525209840808,tt1709143,The Last Days on Mars,5.5
4486,tt0100934,0.0029573631770104915,tt0100934,Wild Orchid,4.6
4487,tt1127877,0.0029566385592339132,tt1127877,Cold Souls,6.4
4488,tt0133985,0.002956527714554446,tt0133985,A Murder of Crows,6.4
4489,tt1421051,0.002955681153960892,tt1421051,Somewhere,6.3
4490,tt7315484,0.002954151937709151,tt7315484,The Silence,5.3
4491,tt0453562,0.002953046970869492,tt0453562,42,7.5
4492,tt2083231,0.0029497647463358695,tt2083231,Java Heat,5.1
4493,tt1758595,0.0029492856847747827,tt1758595,Diana,5.5
4494,tt1259014,0.002948686208936417,tt1259014,Mesrine Part 1: Killer Instinct,7.5
4495,tt0866437,0.0029466745545216975,tt0866437,The Jane Austen Book Club,6.8
4496,tt0072308,0.0029464154894602995,tt0072308,The Towering Inferno,7.0
4497,tt2238050,0.0029463393672222917,tt2238050,White Bird in a Blizzard,6.4
4498,tt0455538,0.0029462496812679368,tt0455538,How to Lose Friends & Alienate People,6.4
4499,tt0079180,0.002945602596500724,tt0079180,The Frisco Kid,6.4
4500,tt0116684,0.002945280464843327,tt0116684,Jane Eyre,6.8
4501,tt0109480,0.002944443717276164,tt0109480,Cops and Robbersons,5.2
4502,tt0109676,0.002943943098125624,tt0109676,Drop Zone,5.6
4503,tt0171804,0.0029429266765085157,tt0171804,Boys Don't Cry,7.5
4504,tt0112715,0.0029428964647421935,tt0112715,Congo,5.3
4505,tt1142988,0.002942551573379467,tt1142988,The Ugly Truth,6.4
4506,tt0109127,0.002941952209710847,tt0109127,Angels in the Outfield,6.2
4507,tt1591095,0.0029403626884143426,tt1591095,Insidious,6.8
4508,tt0841046,0.002939497869822231,tt0841046,Walk Hard: The Dewey Cox Story,6.8
4509,tt0266747,0.0029378247555839126,tt0266747,Marci X,2.9
4510,tt5719700,0.002937507967934046,tt5719700,Home Again,5.8
4511,tt2247476,0.002937113176862141,tt2247476,When the Game Stands Tall,6.7
4512,tt1305591,0.002934966793025678,tt1305591,Mars Needs Moms,5.4
4513,tt7339248,0.0029334229402201055,tt7339248,The Art of Self-Defense,6.7
4514,tt0118956,0.0029326933486118856,tt0118956,Deep Rising,6.1
4515,tt0384806,0.0029312514350951194,tt0384806,The Amityville Horror,6.0
4516,tt0119345,0.0029302117131689027,tt0119345,I Know What You Did Last Summer,5.7
4517,tt1235448,0.002930174514541584,tt1235448,The Thaw,5.2
4518,tt1648179,0.0029297419965971525,tt1648179,Here Comes the Boom,6.4
4519,tt2401878,0.0029284594362332605,tt2401878,Anomalisa,7.3
4520,tt0831387,0.0029283391361500186,tt0831387,Godzilla,6.4
4521,tt0117561,0.0029263328219887603,tt0117561,Schizopolis,6.9
4522,tt0122718,0.002926261123624725,tt0122718,Small Soldiers,6.2
4523,tt1714206,0.0029258515456413664,tt1714206,The Spectacular Now,7.1
4524,tt4686844,0.002925155437632319,tt4686844,The Death of Stalin,7.2
4525,tt0118655,0.0029243982683691597,tt0118655,Austin Powers: International Man of Mystery,7.0
4526,tt4276820,0.0029239727165499847,tt4276820,The Founder,7.2
4527,tt1654523,0.0029239585548758505,tt1654523,Night Train to Lisbon,6.8
4528,tt1567609,0.002923800079262898,tt1567609,Get the Gringo,7.0
4529,tt0974661,0.0029236313696878327,tt0974661,17 Again,6.3
4530,tt1290138,0.002921998519480904,tt1290138,Frank & Lola,5.9
4531,tt0105415,0.0029213241602365756,tt0105415,Singles,6.7
4532,tt0889588,0.0029210374447375554,tt0889588,The Children of Huang Shi,7.0
4533,tt1583421,0.00291932592449695,tt1583421,G.I. Joe: Retaliation,5.8
4534,tt0246578,0.00291690051039032,tt0246578,Donnie Darko,8.0
4535,tt1976009,0.0029167301179515177,tt1976009,Victor Frankenstein,6.0
4536,tt5816682,0.002914739064783539,tt5816682,Victoria & Abdul,6.8
4537,tt0087428,0.0029137521220535976,tt0087428,The Hotel New Hampshire,6.0
4538,tt0082348,0.0029132585353945396,tt0082348,Excalibur,7.4
4539,tt0166485,0.002912404264474114,tt0166485,Anna and the King,6.7
4540,tt5884784,0.0029117848380620457,tt5884784,The Super,5.9
4541,tt0273923,0.0029096783500725215,tt0273923,Orange County,6.2
4542,tt0116361,0.0029089206327086916,tt0116361,Freeway,6.8
4543,tt2024506,0.002908891044354341,tt2024506,Straight A's,5.7
4544,tt6189022,0.0029078845162349007,tt6189022,Angel Has Fallen,6.4
4545,tt0082198,0.0029062970846554124,tt0082198,Conan the Barbarian,6.9
4546,tt0081480,0.002905218680652112,tt0081480,Seems Like Old Times,6.7
4547,tt1533084,0.0029050931776092616,tt1533084,The Traveler,4.1
4548,tt0473360,0.0029040430794144956,tt0473360,Goal II: Living the Dream,5.9
4549,tt0285175,0.0029018789988911596,tt0285175,Havoc,5.5
4550,tt3521126,0.0029010126164939133,tt3521126,The Disaster Artist,7.4
4551,tt0091374,0.0029000286229026403,tt0091374,Lady Jane,7.1
4552,tt1051904,0.0028990134761470265,tt1051904,Goosebumps,6.3
4553,tt0097142,0.002898085618091694,tt0097142,Dad,6.3
4554,tt0120177,0.00289644888494932,tt0120177,Spawn,5.3
4555,tt0914797,0.002896027396802323,tt0914797,Bottle Shock,6.8
4556,tt2726552,0.0028956414921769064,tt2726552,A Kind of Murder,5.3
4557,tt0107050,0.002892941105696075,tt0107050,Grumpy Old Men,7.0
4558,tt0345074,0.002891062295599492,tt0345074,Connie and Carla,6.3
4559,tt4986098,0.0028905630059775224,tt4986098,The Titan,4.8
4560,tt7846844,0.002890334397183477,tt7846844,Enola Holmes,6.7
4561,tt1480656,0.002888172996577857,tt1480656,Cosmopolis,5.1
4562,tt0176783,0.002887235282825078,tt0176783,Gossip,5.9
4563,tt3488710,0.0028857833289341233,tt3488710,The Walk,7.3
4564,tt0120032,0.002884406917247394,tt0120032,Romy and Michele's High School Reunion,6.2
4565,tt0104691,0.0028838986362596645,tt0104691,The Last of the Mohicans,7.7
4566,tt1901024,0.002883625132742215,tt1901024,Dark Crimes,4.8
4567,tt0083642,0.0028829767952291596,tt0083642,The Best Little Whorehouse in Texas,6.0
4568,tt1602613,0.0028824641458253474,tt1602613,Only God Forgives,5.7
4569,tt0817177,0.002881096917398146,tt0817177,Flipped,7.7
4570,tt0113409,0.0028808486323073424,tt0113409,In the Mouth of Madness,7.2
4571,tt1403988,0.0028791118340464744,tt1403988,The Romantics,5.1
4572,tt0362120,0.0028773765056455455,tt0362120,Scary Movie 4,5.1
4573,tt1634121,0.0028757114907783776,tt1634121,Intruders,5.4
4574,tt1321509,0.0028740105571046786,tt1321509,Death at a Funeral,5.7
4575,tt0081150,0.00287385765041417,tt0081150,Melvin and Howard,6.8
4576,tt0382765,0.002869456938597867,tt0382765,Jindabyne,6.3
4577,tt1623745,0.002868981781477852,tt1623745,Little Birds,6.1
4578,tt0867334,0.002867403474112179,tt0867334,Jolene,6.4
4579,tt1120985,0.0028652798443872963,tt1120985,Blue Valentine,7.4
4580,tt0444653,0.0028652012717701836,tt0444653,Keeping Mum,6.8
4581,tt1691920,0.0028649581980166074,tt1691920,I Melt with You,6.0
4582,tt0116922,0.0028647283340306998,tt0116922,Lost Highway,7.6
4583,tt0096054,0.0028635651323181714,tt0096054,School Daze,6.0
4584,tt4916630,0.0028633857700073725,tt4916630,Just Mercy,7.6
4585,tt0399095,0.002863262015828674,tt0399095,Trade,7.4
4586,tt1531901,0.0028616561003257357,tt1531901,Byzantium,6.5
4587,tt1322333,0.002858625335878565,tt1322333,The Burma Conspiracy,6.2
4588,tt3289728,0.002858544116939621,tt3289728,Equals,6.1
4589,tt2494280,0.002857156594763133,tt2494280,Stretch,6.5
4590,tt0210065,0.002856673139424208,tt0210065,Gangster No. 1,6.8
4591,tt1423894,0.0028546769384938378,tt1423894,Barney's Version,7.3
4592,tt0280720,0.002854289333945328,tt0280720,The Guru,5.3
4593,tt0386741,0.0028511947537868845,tt0386741,Renaissance,6.7
4594,tt2058673,0.002849758720532804,tt2058673,Point Break,5.3
4595,tt0106223,0.002840434170833918,tt0106223,The Adventures of Huck Finn,6.2
4596,tt0436262,0.002840334026737217,tt0436262,Ellie Parker,5.6
4597,tt6408226,0.002840195576215057,tt6408226,Newness,6.4
4598,tt0085276,0.00283953575173065,tt0085276,Breathless,5.9
4599,tt0093058,0.0028373364593863577,tt0093058,Full Metal Jacket,8.3
4600,tt0419749,0.002836955040227361,tt0419749,Find Me Guilty,7.0
4601,tt1981107,0.0028347043291071525,tt1981107,The Young and Prodigious T.S. Spivet,7.1
4602,tt0389328,0.0028345710014512217,tt0389328,Rise: Blood Hunter,4.9
4603,tt0333780,0.0028319112380103015,tt0333780,Legally Blonde 2,4.8
4604,tt1340773,0.0028313032155449238,tt1340773,Elektra Luxx,5.1
4605,tt5537140,0.002831126067166224,tt5537140,The Red Maple Leaf,5.1
4606,tt2823054,0.0028297473638391156,tt2823054,Mike and Dave Need Wedding Dates,6.0
4607,tt3513498,0.0028297203414384556,tt3513498,The LEGO Movie 2: The Second Part,6.6
4608,tt1446072,0.0028296572844854284,tt1446072,Game of Death,4.7
4609,tt1313092,0.0028294459058427293,tt1313092,Animal Kingdom,7.3
4610,tt2345737,0.0028286036227986554,tt2345737,The Rover,6.4
4611,tt0405336,0.0028280448181772742,tt0405336,Southland Tales,5.4
4612,tt1663207,0.0028245642645198287,tt1663207,Life of Crime,5.8
4613,tt0159382,0.002823386127424156,tt0159382,Croupier,7.1
4614,tt2024432,0.002820406722881455,tt2024432,Identity Thief,5.7
4615,tt1542344,0.002820156436686062,tt1542344,127 Hours,7.5
4616,tt2357129,0.0028190351710117973,tt2357129,Jobs,5.9
4617,tt0444682,0.0028184490802776645,tt0444682,The Reaping,5.6
4618,tt0181852,0.002818101792861688,tt0181852,Terminator 3: Rise of the Machines,6.3
4619,tt0113280,0.002816529661538633,tt0113280,Heavy,6.8
4620,tt1478338,0.0028162617683707538,tt1478338,Bridesmaids,6.8
4621,tt0066549,0.002815999940713216,tt0066549,Waterloo,7.3
4622,tt1405365,0.0028140292901893795,tt1405365,Celeste & Jesse Forever,6.6
4623,tt0117496,0.0028116502253753145,tt0117496,Robinson Crusoe,6.0
4624,tt0241025,0.0028113075694159197,tt0241025,Vanity Fair,6.2
4625,tt0117723,0.0028103537910578696,tt0117723,Spy Hard,5.4
4626,tt3703908,0.0028100515452811527,tt3703908,Standoff,6.1
4627,tt6644200,0.0028094362090780875,tt6644200,A Quiet Place,7.5
4628,tt1656190,0.0028088728022654754,tt1656190,Safe,6.5
4629,tt4481414,0.0028088338909500144,tt4481414,Gifted,7.6
4630,tt0375210,0.002805136166280025,tt0375210,White Noise,5.5
4631,tt0096332,0.002803248612339359,tt0096332,The Unbearable Lightness of Being,7.3
4632,tt1034032,0.0028028961921351555,tt1034032,Gamer,5.8
4633,tt0139809,0.0028024604955649273,tt0139809,The Thirteenth Floor,7.1
4634,tt3704416,0.002802125642709565,tt3704416,Digging for Fire,5.8
4635,tt5460858,0.002801948675671175,tt5460858,The White Crow,6.5
4636,tt0441909,0.0028000445849664973,tt0441909,Volver,7.6
