tconst,averageRating,numVotes,ordering,title,region,language,types,attributes,isOriginalTitle,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,directors,writers
tt0054127,7.0,6841,24.0,North to Alaska,US,\N,\N,\N,0,movie,North to Alaska,North to Alaska,0,1960,\N,122,"Comedy,Romance,Western",nm0368871,"nm0536941,nm0705228,nm0083125,nm0283780,nm0434528,nm0372942,nm0562606"
tt0054130,8.1,17604,36.0,La Notte,US,\N,imdbDisplay,\N,0,movie,La Notte,La notte,0,1961,\N,122,Drama,nm0000774,"nm0000774,nm0280919,nm0346096"
tt0054130,8.1,17604,9.0,The Night,US,\N,\N,literal English title,0,movie,La Notte,La notte,0,1961,\N,122,Drama,nm0000774,"nm0000774,nm0280919,nm0346096"
tt0054135,6.6,19643,28.0,Ocean's 11,US,\N,imdbDisplay,\N,0,movie,Ocean's 11,Ocean's Eleven,0,1960,\N,127,"Comedy,Crime,Music",nm0587277,"nm0113689,nm0496468,nm0425138,nm0751207,nm0000697"
tt0054135,6.6,19643,2.0,Ocean's Eleven,US,\N,\N,alternative spelling,0,movie,Ocean's 11,Ocean's Eleven,0,1960,\N,127,"Comedy,Crime,Music",nm0587277,"nm0113689,nm0496468,nm0425138,nm0751207,nm0000697"
tt0054167,7.7,30218,8.0,Face of Fear,US,\N,tv,\N,0,movie,Peeping Tom,Peeping Tom,0,1960,\N,101,"Drama,Horror,Thriller",nm0003836,nm0548896
tt0054177,7.2,6148,14.0,Le Petit Soldat,US,\N,\N,\N,0,movie,Le Petit Soldat,Le petit soldat,0,1963,\N,88,"Drama,War",nm0000419,nm0000419
tt0054189,7.8,13773,11.0,Lust for Evil,US,\N,\N,reissue title,0,movie,Purple Noon,Plein soleil,0,1960,\N,118,"Crime,Drama,Thriller",nm0167496,"nm0383604,nm0167496,nm0337541"
tt0054189,7.8,13773,18.0,Purple Noon,US,\N,\N,\N,0,movie,Purple Noon,Plein soleil,0,1960,\N,118,"Crime,Drama,Thriller",nm0167496,"nm0383604,nm0167496,nm0337541"
tt0054195,7.4,8959,4.0,Pollyanna,US,\N,imdbDisplay,\N,0,movie,Pollyanna,Pollyanna,0,1960,\N,134,"Comedy,Drama,Family",nm0842582,"nm0692108,nm0842582"
tt0054198,7.4,5155,8.0,Never on Sunday,US,\N,imdbDisplay,\N,0,movie,Never on Sunday,Pote tin Kyriaki,0,1960,\N,91,"Comedy,Drama,Romance",nm0202088,nm0202088
tt0054215,8.5,590149,32.0,Wimpy,US,\N,\N,fake working title,0,movie,Psycho,Psycho,0,1960,\N,109,"Horror,Mystery,Thriller",nm0000033,"nm0825010,nm0088645"
tt0054215,8.5,590149,43.0,Psycho,US,en,\N,\N,0,movie,Psycho,Psycho,0,1960,\N,109,"Horror,Mystery,Thriller",nm0000033,"nm0825010,nm0088645"
tt0054215,8.5,590149,46.0,Psycho,US,\N,\N,\N,0,movie,Psycho,Psycho,0,1960,\N,109,"Horror,Mystery,Thriller",nm0000033,"nm0825010,nm0088645"
tt0054215,8.5,590149,7.0,Alfred Hitchcock's Psycho,US,\N,\N,complete title,0,movie,Psycho,Psycho,0,1960,\N,109,"Horror,Mystery,Thriller",nm0000033,"nm0825010,nm0088645"
tt0054248,8.3,16143,30.0,Rocco and His Brothers,US,\N,imdbDisplay,\N,0,movie,Rocco and His Brothers,Rocco e i suoi fratelli,0,1960,\N,179,"Crime,Drama,Sport",nm0899581,"nm0899581,nm0147599,nm0695390,nm0275269,nm0290050,nm0575804,nm0856489"
tt0054269,7.6,7548,,,,,,,,movie,Saturday Night and Sunday Morning,Saturday Night and Sunday Morning,0,1960,\N,89,"Drama,Romance",nm0718554,nm0798105
tt0054310,7.1,6764,9.0,Sink the Bismarck!,US,\N,imdbDisplay,\N,0,movie,Sink the Bismarck!,Sink the Bismarck!,0,1960,\N,97,"Action,Drama,History",nm0318150,"nm0636002,nm0286163"
tt0054331,7.9,122396,38.0,Spartacus,US,\N,\N,\N,0,movie,Spartacus,Spartacus,0,1960,\N,197,"Adventure,Biography,Drama",nm0000040,"nm0874308,nm0268779,nm0001811,nm0932229,nm1306202"
tt0054331,7.9,122396,3.0,Spartacus: Rebel Against Rome,US,\N,\N,poster title,0,movie,Spartacus,Spartacus,0,1960,\N,197,"Adventure,Biography,Drama",nm0000040,"nm0874308,nm0268779,nm0001811,nm0932229,nm1306202"
tt0054357,7.2,13882,10.0,Swiss Family Robinson,US,\N,imdbDisplay,\N,0,movie,Swiss Family Robinson,Swiss Family Robinson,0,1960,\N,126,"Adventure,Family",nm0002175,"nm0370328,nm0944146"
tt0054387,7.6,35564,2.0,The Time Machine,US,\N,\N,\N,0,movie,The Time Machine,The Time Machine,0,1960,\N,103,"Adventure,Romance,Sci-Fi",nm0657162,"nm0241949,nm0920229"
tt0054387,7.6,35564,5.0,H. G. Wells' The Time Machine,US,\N,\N,complete title,0,movie,The Time Machine,The Time Machine,0,1960,\N,103,"Adventure,Romance,Sci-Fi",nm0657162,"nm0241949,nm0920229"
tt0054389,7.5,17178,4.0,Shoot the Piano Player,US,\N,imdbDisplay,\N,0,movie,Shoot the Piano Player,Tirez sur le pianiste,0,1960,\N,81,"Crime,Drama,Thriller",nm0000076,"nm0328959,nm0000076,nm0610115"
tt0054407,8.5,14894,11.0,The Night Watch,US,\N,alternative,\N,0,movie,Le Trou,Le trou,0,1960,\N,131,"Crime,Drama,Thriller",nm0065442,"nm0320510,nm0065442,nm0042159"
tt0054407,8.5,14894,5.0,Le Trou,US,\N,imdbDisplay,\N,0,movie,Le Trou,Le trou,0,1960,\N,131,"Crime,Drama,Thriller",nm0065442,"nm0320510,nm0065442,nm0042159"
tt0054428,6.7,7111,28.0,The Siege at Dancing Burg,US,\N,working,\N,0,movie,The Unforgiven,The Unforgiven,0,1960,\N,125,"Drama,Romance,Western",nm0001379,"nm0534693,nm0494435"
tt0054428,6.7,7111,30.0,The Siege at Dancing Bird,US,\N,working,\N,0,movie,The Unforgiven,The Unforgiven,0,1960,\N,125,"Drama,Romance,Western",nm0001379,"nm0534693,nm0494435"
tt0054428,6.7,7111,4.0,The Unforgiven,US,\N,\N,\N,0,movie,The Unforgiven,The Unforgiven,0,1960,\N,125,"Drama,Romance,Western",nm0001379,"nm0534693,nm0494435"
tt0054443,7.3,14673,17.0,The Village of the Damned,US,\N,\N,trailer title,0,movie,Village of the Damned,Village of the Damned,0,1960,\N,77,"Horror,Sci-Fi",nm0727211,"nm0798103,nm0727211,nm0455785,nm0943909"
tt0054443,7.3,14673,21.0,The Midwich Cuckoos,US,\N,working,\N,0,movie,Village of the Damned,Village of the Damned,0,1960,\N,77,"Horror,Sci-Fi",nm0727211,"nm0798103,nm0727211,nm0455785,nm0943909"
tt0054460,8.0,10703,31.0,The Bad Sleep Well,US,\N,imdbDisplay,\N,0,movie,The Bad Sleep Well,Warui yatsu hodo yoku nemuru,0,1960,\N,151,"Crime,Drama,Thriller",nm0000041,"nm0644823,nm0386750,nm0000041,nm0452878,nm0368074"
tt0054476,7.6,4683,13.0,Mud on the Stars,US,\N,working,\N,0,movie,Wild River,Wild River,0,1960,\N,110,"Drama,History,Romance",nm0001415,"nm0651585,nm0401239,nm0212644"
tt0054476,7.6,4683,19.0,Wild River,US,\N,\N,\N,0,movie,Wild River,Wild River,0,1960,\N,110,"Drama,History,Romance",nm0001415,"nm0651585,nm0401239,nm0212644"
tt0054476,7.6,4683,23.0,New Face in the Valley,US,\N,working,\N,0,movie,Wild River,Wild River,0,1960,\N,110,"Drama,History,Romance",nm0001415,"nm0651585,nm0401239,nm0212644"
tt0054476,7.6,4683,26.0,The Woman and the Wild River,US,\N,\N,informal alternative title,0,movie,Wild River,Wild River,0,1960,\N,110,"Drama,History,Romance",nm0001415,"nm0651585,nm0401239,nm0212644"
tt0054476,7.6,4683,28.0,Time and Tide,US,\N,working,\N,0,movie,Wild River,Wild River,0,1960,\N,110,"Drama,History,Romance",nm0001415,"nm0651585,nm0401239,nm0212644"
tt0054476,7.6,4683,30.0,The Swift Season,US,\N,working,\N,0,movie,Wild River,Wild River,0,1960,\N,110,"Drama,History,Romance",nm0001415,"nm0651585,nm0401239,nm0212644"
tt0054476,7.6,4683,35.0,As the River Rises,US,\N,working,\N,0,movie,Wild River,Wild River,0,1960,\N,110,"Drama,History,Romance",nm0001415,"nm0651585,nm0401239,nm0212644"
tt0054476,7.6,4683,38.0,The Coming of Spring,US,\N,working,\N,0,movie,Wild River,Wild River,0,1960,\N,110,"Drama,History,Romance",nm0001415,"nm0651585,nm0401239,nm0212644"
tt0054476,7.6,4683,3.0,God's Valley,US,\N,working,\N,0,movie,Wild River,Wild River,0,1960,\N,110,"Drama,History,Romance",nm0001415,"nm0651585,nm0401239,nm0212644"
tt0054494,7.0,5486,1.0,Zazie dans le Métro,US,\N,imdbDisplay,\N,0,movie,Zazie dans le Métro,Zazie dans le métro,0,1960,\N,93,"Comedy,Fantasy",nm0001501,"nm0703200,nm0001501,nm0710919"
tt0054594,6.8,7231,12.0,The Absent-minded Professor,US,\N,\N,poster title,0,movie,The Absent Minded Professor,The Absent Minded Professor,0,1961,\N,92,"Comedy,Family,Sci-Fi",nm0829038,"nm0909556,nm0853139"
tt0054594,6.8,7231,31.0,The Absent-Minded Professor,US,\N,alternative,\N,0,movie,The Absent Minded Professor,The Absent Minded Professor,0,1961,\N,92,"Comedy,Family,Sci-Fi",nm0829038,"nm0909556,nm0853139"
tt0054594,6.8,7231,3.0,The Absent Minded Professor,US,\N,imdbDisplay,\N,0,movie,The Absent Minded Professor,The Absent Minded Professor,0,1961,\N,92,"Comedy,Family,Sci-Fi",nm0829038,"nm0909556,nm0853139"
tt0054599,7.8,7484,17.0,Accattone,US,\N,imdbDisplay,\N,0,movie,Accattone,Accattone,0,1961,\N,117,Drama,nm0001596,"nm0001596,nm0162952"
tt0054599,7.8,7484,25.0,Accattone!,US,\N,\N,\N,0,movie,Accattone,Accattone,0,1961,\N,117,Drama,nm0001596,"nm0001596,nm0162952"
tt0054599,7.8,7484,2.0,The Scrounger,US,\N,\N,informal English title,0,movie,Accattone,Accattone,0,1961,\N,117,Drama,nm0001596,"nm0001596,nm0162952"
tt0054632,7.8,19936,3.0,Last Year at Marienbad,US,\N,\N,\N,0,movie,Last Year at Marienbad,L'année dernière à Marienbad,0,1961,\N,94,"Drama,Mystery",nm0720297,nm0730237
tt0054673,2.2,7945,13.0,The Beast of Yucca Flats,US,\N,\N,\N,0,movie,The Beast of Yucca Flats,The Beast of Yucca Flats,0,1961,\N,54,"Horror,Sci-Fi",nm0290118,nm0290118
tt0054673,2.2,7945,2.0,Girl Madness,US,\N,\N,reissue title,0,movie,The Beast of Yucca Flats,The Beast of Yucca Flats,0,1961,\N,54,"Horror,Sci-Fi",nm0290118,nm0290118
tt0054673,2.2,7945,7.0,The Violent Sun,US,\N,working,\N,0,movie,The Beast of Yucca Flats,The Beast of Yucca Flats,0,1961,\N,54,"Horror,Sci-Fi",nm0290118,nm0290118
tt0054692,6.1,5406,10.0,Blue Hawaii,US,\N,\N,\N,0,movie,Blue Hawaii,Blue Hawaii,0,1961,\N,102,"Comedy,Musical",nm0851537,"nm0918902,nm0437900"
tt0054692,6.1,5406,19.0,Hawaii Beach Boy,US,\N,\N,pre-release title,0,movie,Blue Hawaii,Blue Hawaii,0,1961,\N,102,"Comedy,Musical",nm0851537,"nm0918902,nm0437900"
tt0054698,7.6,163675,6.0,Breakfast at Tiffany's,US,\N,imdbDisplay,\N,0,movie,Breakfast at Tiffany's,Breakfast at Tiffany's,0,1961,\N,115,"Comedy,Drama,Romance",nm0001175,"nm0001986,nm0043480"
tt0054743,7.8,14245,21.0,The Infamous,US,\N,working,\N,0,movie,The Children's Hour,The Children's Hour,0,1961,\N,108,"Drama,Romance",nm0943758,"nm0375484,nm0371088"
tt0054743,7.8,14245,29.0,Infamous!,US,\N,working,\N,0,movie,The Children's Hour,The Children's Hour,0,1961,\N,108,"Drama,Romance",nm0943758,"nm0375484,nm0371088"
tt0054743,7.8,14245,31.0,The Children's Hour,US,\N,\N,\N,0,movie,The Children's Hour,The Children's Hour,0,1961,\N,108,"Drama,Romance",nm0943758,"nm0375484,nm0371088"
tt0054749,7.8,9144,15.0,Two Women,US,\N,\N,\N,0,movie,Two Women,La ciociara,0,1960,\N,101,"Drama,War",nm0001120,"nm0603179,nm0953790,nm0001120"
tt0054757,6.9,8082,5.0,The Comancheros,US,\N,imdbDisplay,\N,0,movie,The Comancheros,The Comancheros,0,1961,\N,107,"Action,Adventure,Romance","nm0000078,nm0002031","nm0335455,nm0400236,nm0920067"
tt0054777,6.6,5209,12.0,The Curse of the Werewolf,US,\N,imdbDisplay,\N,0,movie,The Curse of the Werewolf,The Curse of the Werewolf,0,1961,\N,93,Horror,nm0279807,"nm0385573,nm0256880"
tt0054790,7.2,4529,18.0,The Day the Earth Caught Fire,US,\N,imdbDisplay,\N,0,movie,The Day the Earth Caught Fire,The Day the Earth Caught Fire,0,1961,\N,99,"Drama,Romance,Sci-Fi",nm0346436,"nm0542554,nm0346436"
tt0054821,7.8,9134,10.0,The Finger Man,US,\N,alternative,\N,0,movie,Le Doulos,Le doulos,0,1962,\N,108,"Crime,Thriller",nm0578483,"nm0504249,nm0578483"
tt0054821,7.8,9134,23.0,Doulos: The Finger Man,US,\N,alternative,\N,0,movie,Le Doulos,Le doulos,0,1962,\N,108,"Crime,Thriller",nm0578483,"nm0504249,nm0578483"
tt0054821,7.8,9134,30.0,Le Doulos,US,\N,imdbDisplay,\N,0,movie,Le Doulos,Le doulos,0,1962,\N,108,"Crime,Thriller",nm0578483,"nm0504249,nm0578483"
tt0054847,7.2,12603,26.0,El Cid,US,\N,imdbDisplay,\N,0,movie,El Cid,El Cid,0,1961,\N,182,"Biography,Drama,History",nm0542649,"nm0290931,nm0948634,nm0059553"
tt0054953,7.5,44675,1.0,Carl Foreman's Production The Guns of Navarone,US,\N,\N,complete title,0,movie,The Guns of Navarone,The Guns of Navarone,0,1961,\N,158,"Action,Adventure,Drama",nm0496746,"nm0533745,nm0286025"
tt0054997,8.0,74185,15.0,The Hustler,US,\N,\N,\N,0,movie,The Hustler,The Hustler,0,1961,\N,134,"Drama,Sport",nm0744035,"nm0140987,nm0744035,nm0856677"
tt0054997,8.0,74185,8.0,Robert Rossen's The Hustler,US,\N,\N,complete title,0,movie,The Hustler,The Hustler,0,1961,\N,134,"Drama,Sport",nm0744035,"nm0140987,nm0744035,nm0856677"
tt0055018,7.8,26048,8.0,The Turn of the Screw,US,\N,working,\N,0,movie,The Innocents,The Innocents,0,1961,\N,100,Horror,nm0002338,"nm0416556,nm0607876,nm0033780,nm0001986"
tt0055031,8.2,67828,50.0,Judgment at Nuremberg,US,\N,imdbDisplay,\N,0,movie,Judgment at Nuremberg,Judgment at Nuremberg,0,1961,\N,179,"Drama,War",nm0006452,"nm0542631,nm0001050"
tt0055032,7.8,36742,31.0,Jules and Jim,US,\N,\N,\N,0,movie,Jules and Jim,Jules et Jim,0,1962,\N,105,"Drama,Romance",nm0000076,"nm0734132,nm0000076,nm0344171"
tt0055047,7.0,6896,10.0,Samuel Bronston's Production King of Kings,US,\N,\N,complete title,0,movie,King of Kings,King of Kings,0,1961,\N,168,"Biography,Drama,History",nm0712947,"nm0948634,nm0001969"
tt0055047,7.0,6896,16.0,Son of Man,US,\N,working,\N,0,movie,King of Kings,King of Kings,0,1961,\N,168,"Biography,Drama,History",nm0712947,"nm0948634,nm0001969"
tt0055047,7.0,6896,19.0,The Sword and the Cross,US,\N,working,\N,0,movie,King of Kings,King of Kings,0,1961,\N,168,"Biography,Drama,History",nm0712947,"nm0948634,nm0001969"
tt0055047,7.0,6896,21.0,Man from Nazareth,US,\N,working,\N,0,movie,King of Kings,King of Kings,0,1961,\N,168,"Biography,Drama,History",nm0712947,"nm0948634,nm0001969"
tt0055047,7.0,6896,23.0,King of Kings,US,\N,\N,\N,0,movie,King of Kings,King of Kings,0,1961,\N,168,"Biography,Drama,History",nm0712947,"nm0948634,nm0001969"
tt0055093,7.5,5074,2.0,Lola,US,\N,imdbDisplay,\N,0,movie,Lola,Lola,0,1961,\N,90,"Drama,Romance",nm0218840,nm0218840
tt0055100,7.2,6904,22.0,Lover Come Back,US,\N,imdbDisplay,\N,0,movie,Lover Come Back,Lover Come Back,0,1961,\N,107,"Comedy,Drama,Romance",nm0542720,"nm0788630,nm0377417"
tt0055184,7.2,16921,28.0,The Misfits,US,\N,imdbDisplay,\N,0,movie,The Misfits,The Misfits,0,1961,\N,125,"Drama,Romance,Western",nm0001379,nm0007186
tt0055205,7.4,6360,5.0,"Agatha Christie's 'Murder, She Said'",US,\N,\N,complete title,0,movie,Murder She Said,Murder She Said,0,1961,\N,87,"Comedy,Crime,Drama",nm0689659,"nm0002005,nm0651559,nm0700950,nm0781250"
tt0055207,6.8,6437,17.0,Jules Verne's Mysterious Island,US,\N,\N,complete title,0,movie,Mysterious Island,Mysterious Island,0,1961,\N,101,"Adventure,Family,Fantasy",nm0256831,"nm0695667,nm0880489,nm0928108,nm0894523"
