,average_degrees,max_betweeness_centrality,max_degree_centrality,average_clustering_coefficient
0,3.240875912408759,0.15396924917109459,0.10294117647058823,0.3406499826207856
1,3.373913043478261,0.16624340571083704,0.05240174672489083,0.34667011732229125
2,3.7889182058047495,0.07382160679149806,0.04497354497354497,0.3559333125528995
3,4.81145584725537,0.05459095804519793,0.03345280764635603,0.3505660242943719
4,8.40126582278481,0.015369717061941894,0.029132362254591513,0.3909067977542406
5,12.100846805234797,0.03960239178857178,0.021178282633808238,0.41478730537215147
6,14.037992831541219,0.02153552762436396,0.020078881319469347,0.4034407926442008
